id,title,price,published,acreage,street,ward,district
3821,CẦN CHO NỮ THUÊ 1 PHÒNG TRONG NHÀ NGUYÊN CĂN,3500000,2020-07-21,15.0,50/6/13a Đường Nguyễn Đình Chiểu,Phường 3,Quận Phú Nhuận
3822,Cho thuê phòng trọ cao cấp mới xây đã trang bị đầy đủ nội thất,5000000,2020-08-07,25.0,518 Đường Phan Xích Long,Phường 3,Quận Phú Nhuận
3823,"Cho thuê phòng 24m2 đầy đủ nội thất tại hẻm 170D Phan Đăng Lưu Q Phú Nhuận giá 4,5tr/tháng",4500000,2020-06-30,24.0,Phố Phan Đăng Lưu,Phường 3,Quận Phú Nhuận
3824,Phòng 18m2 - Cửa Sổ & Ban Công Cực Thoáng - tại Phan Đăng Lưu Phú Nhuận,4000000,2020-09-11,18.0,162/35 Phố Phan Đăng Lưu,Phường 3,Quận Phú Nhuận
3826,"Cho thuê phòng trọ đẹp, Giá rẻ, quận Phú Nhuận",4500000,2020-07-21,19.0,27/22 Đường Nguyễn Công Hoan,Phường 3,Quận Phú Nhuận
3827,Cho thuê phòng ở kết hợp mặt bằng kinh doanh ngã tư phú nhuận sát phan xích long,8000000,2020-09-18,50.0,50/5 Đường Nguyễn Đình Chiểu,Phường 3,Quận Phú Nhuận
3828,"PHÒNG CHO NỮ SINH VIÊN, CÔNG CHỨC THUÊ",2500000,2020-07-03,20.0,270/54 Đường Phan Đình Phùng,Phường 1,Quận Phú Nhuận
3829,Phòng cho thuê Phan Đình Phùng,4500000,2020-07-26,28.0,270/4 Phan Đình Phùng Đường Phan Đình Phùng,Phường 1,Quận Phú Nhuận
3830,"Cho thuê phòng trọ mới xây quận Phú Nhuận, diện tích 20m2 giá thuê 4,5tr/ tháng",4500000,2020-07-01,20.0,326/32C Đường Phan Đình Phùng,Phường 1,Quận Phú Nhuận
3831,Cho thuê phòng sát phan xích long ngã tư Phú Nhuận,5000000,2020-10-21,25.0,50/5C Đường Nguyễn Đình Chiểu,Phường 3,Quận Phú Nhuận
3832,"CHO THUÊ CĂN HỘ MINI FULL NỘI THẤT CAO CẤP, GIỜ GIẤC TỰ DO, THANG MÁY",5500000,2020-08-15,20.0,Phố Phan Đăng Lưu,Phường 1,Quận Phú Nhuận
3833,Cho thuê phòng 45m2 đầy đủ tiện nghi Bếp Wc riêng tại hẻm 181 Phan Đăng Lưu Phú Nhuận,5900000,2020-07-11,45.0,181/7/33 Phố Phan Đăng Lưu,Phường 1,Quận Phú Nhuận
3834,Phòng trọ cao cấp đủ tiện nghi Phú Nhuận,4500000,2020-07-10,16.0,20/60 Đường Cô Bắc,Phường 1,Quận Phú Nhuận
3835,"CHO THUÊ PHÒNG TRỌ NỮ SINH VIÊN, CÔNG CHỨC",2500000,2020-08-21,20.0,270/54 Đường Phan Đình Phùng,Phường 1,Quận Phú Nhuận
3836,Cho thuê phòng trọ đường Nguyễn Kiệm Phú Nhuận,4900000,2020-11-23,25.0,Đường Đoàn Thị Điểm,Phường 1,Quận Phú Nhuận
3837,"Phòng, căn hộ mini cho thuê Quận Phú Nhuận, tiện nghi, thoáng đẹp, dân trí cao. Giá 4-6tr",4500000,2020-09-03,40.0,29/23 Đường Đoàn Thị Điểm,Phường 1,Quận Phú Nhuận
3838,"Cho thuê phòng đầy đủ nội thất gần Q1, sân bay khu trung tâm chính chủ cho thuê",3100000,2020-08-22,22.0,179 Phố Phan Đăng Lưu,Phường 1,Quận Phú Nhuận
3839,"CHO THUÊ PHÒNG TRỌ MỚI, FULL NỘI THẤT, THANG MÁY",4800000,2020-09-04,25.0,Đường Phan Đình Phùng,Phường 1,Quận Phú Nhuận
3840,Chính chủ cho thuê phòng Mới Full nội thất cao cấp tại Q Phú Nhuận và Tân Bình giá từ 4tr/th,4000000,2020-08-22,20.0,20/60-62 Đường Cô Bắc,Phường 1,Quận Phú Nhuận
3841,CHO THUÊ PHÒNG TRỌ Q.PHÚ NHUẬN,3000000,2020-11-29,15.0,270/26/3 Đường Phan Đình Phùng,Phường 1,Quận Phú Nhuận
3842,PHÒNG BAN CÔNG MỚI XÂY 100% ĐẦY ĐỦ NỘI THẤT Ở PHÚ NHUẬN,5500000,2020-10-23,35.0,19 Đường Cô Bắc,Phường 1,Quận Phú Nhuận
3843,Cho thuê phòng trọ ở Q.Phú Nhuận,2700000,2020-12-21,15.0,270/26/3 Đường Phan Đình Phùng,Phường 1,Quận Phú Nhuận
3844,"Phòng trọ cao cấp đường Phan Xích Long, Phú Nhuận, 28m2, có gác, full NT",5200000,2022-03-15,28.0,Phan Xích Long,Phường 1,Quận Phú Nhuận
3845,"Cho thuê phòng trọ 20m2 ngay trung tâm quận Phú Nhuận.Địa chỉ: Hẻm 19 Cô Bắc, P.1, Phú Nhuận",3200000,2021-02-27,20.0,Đường Cô Bắc,Phường 1,Quận Phú Nhuận
3846,"Cho thuê phòng trọ giá rẽ tại 20/40/2g Đường Cô Bắc, Phường 1, Quận Phú Nhuận",2000000,2021-12-07,15.0,20/40/2g Đường Cô Bắc,Phường 1,Quận Phú Nhuận
3847,"Cho thuê phòng trọ nguyên gác, có cửa sổ & balcon thoáng mát, sân phơi quần áo và trồng cây",4000000,2022-02-14,60.0,270/2/2 Phan Đình Phùng,Phường 1,Quận Phú Nhuận
3848,"Cho thuê phòng đầy đủ nội thất, DT 22m2, giá 5tr/tháng, đường Phan Đăng Lưu",5000000,2022-02-14,22.0,Phố Phan Đăng Lưu,Phường 1,Quận Phú Nhuận
3849,CHO THUÊ PHÒNG SẠCH ĐẸP QUẬN TRUNG TÂM,3000000,2021-03-06,25.0,270 Đường Phan Đình Phùng,Phường 1,Quận Phú Nhuận
3850,"Phòng 3TR-3TR400-4tr có GÁC, CỬA SỔ, KỆ BẾP, MÁY LẠNH, TOILET riêng ở PHÚ NHUẬN (free wifi,xe,rác...)",3000000,2022-01-18,16.0,6/20 Đường Đoàn Thị Điểm,Phường 1,Quận Phú Nhuận
3851,Chính chủ cho thuê phòng trọ dạng căn hộ mini- Phan Xích Long - 40m2,6500000,2021-02-24,40.0,Hẻm 343 Phan Xích Long,Phường 1,Quận Phú Nhuận
3852,Cho thuê căn hộ full nội thất giá rẻ siêu mềm tại Phú Nhuận,5200000,2022-06-25,28.0,Đường Đoàn Thị Điểm,Phường 1,Quận Phú Nhuận
3853,"Cho thuê phòng trọ 71/20 Cô Giang, P.1, Q.Phú Nhuận, TP.HCM.",3000000,2022-06-28,15.0,Cô Giang,Phường 1,Quận Phú Nhuận
3854,"Phòng cho thuê quận Phú Nhuận có máy lạnh, wifi tốc độ cao miễn phí, khu vực trung tâm, 4tr",4000000,2022-07-31,16.0,20 Đường Cô Bắc,Phường 1,Quận Phú Nhuận
3855,Căn Hộ Chung Cư Gác Lửng Siêu Rộng Phan Xích Long Quận Phú Nhuận,5000000,2021-06-01,25.0,450 Phan Xích Long,Phường 3,Quận Phú Nhuận
3856,Chính chủ cho thuê phòng và giường tầng tại 486/11/29 Phan Xích Long P3 Q Phú Nhuận,5000000,2021-06-15,25.0,486/11/29 Phan Xích Long,Phường 3,Quận Phú Nhuận
3857,Cho thuê phòng full nội thất giá rẻ tại Gò Vấp,3900000,2022-06-24,20.0,1A Đường số 5,Phường 17,Quận Gò Vấp
3858,Khai trương phòng trọ có máy lạnh mới xây 100% gần Nguyễn Oanh Gv,3500000,2022-06-27,15.0,181 Đường số 5,Phường 17,Quận Gò Vấp
3859,"Cho thuê phòng trọ mới xây, Chính chủ cho thuê tại Gò Vấp",3500000,2022-06-24,30.0,33 Đường Nguyễn Oanh,Phường 17,Quận Gò Vấp
3860,Phòng trọ giá rẻ Lê Đức thọ phường 17 gò vấp,3300000,2022-06-22,23.0,Đường 51 Lê Đức Thọ,Phường 17,Quận Gò Vấp
3861,Nữ Nhân Viên Văn Phòng thuê phòng.,1900000,2021-10-21,12.0,124 Đường Nguyễn Đình Chiểu,Phường 3,Quận Phú Nhuận
3862,"Phòng trọ giá rẻ trong nhà nguyên căn địa chỉ ngay hẻm 162, Phan Đăng Lưu, P3, Phú Nhuận",2000000,2021-10-17,20.0,hẻm 163 Phan Đăng Lưu,Phường 3,Quận Phú Nhuận
3863,khai trương dãy phòng trọ mới xây có gác nội thất cơ bản giá hấp dẫn gần Nguyễn Oanh,3500000,2022-06-29,22.0,181 Đường số 5,Phường 17,Quận Gò Vấp
3864,"Phòng mới Lê đức thọ Phạm van chieu,gác đẹp,ở liền 3tr7, có cửa sổ nt sẵn",4000000,2022-06-29,35.0,Lê Đức Thọ,Phường 17,Quận Gò Vấp
3865,"Cho thuê phòng tầng trệt tại Đường Nguyễn Kiệm, Phường 3, Quận Phú Nhuận",4500000,2021-11-17,32.0,Đường Nguyễn Kiệm,Phường 3,Quận Phú Nhuận
3866,Phòng trọ siêu đẹp - giá ƯU ĐÃI mùa dịch quận Phú Nhuận,4500000,2021-12-13,25.0,630 Đường Huỳnh Văn Bánh,Phường 3,Quận Phú Nhuận
3867,PHÒNG LỚN DÀNH CHO GIA ĐÌNH TRẺ,6500000,2021-11-27,40.0,178 Phan Đăng Lưu,Phường 3,Quận Phú Nhuận
3868,Cho thuê phòng trọ Nguyễn Đình Chiểu - 28m2 - Full nội thất - chỉ 4.8tr/tháng,4800000,2022-04-12,28.0,Đường Nguyễn Đình Chiểu,Phường 3,Quận Phú Nhuận
3869,"Cho nữ sinh viên thuê nhà giá rẻ tại 178/4L Phan Đăng Lưu, Phường 3, Quận Phú Nhuận",3000000,2022-02-28,10.0,178/4L Phố Phan Đăng Lưu,Phường 3,Quận Phú Nhuận
3870,Cho thuê phòng trọ gần ngã tư Phú Nhuận,2700000,2021-11-22,18.0,208/4 Phan Đăng Lưu,Phường 3,Quận Phú Nhuận
3871,"Phòng trọ mới đẹp sạch sẽ tại 332 Đường Nguyễn Oanh, Phường 17, Quận Gò Vấp",3100000,2022-02-09,25.0,332 Đường Nguyễn Oanh,Phường 17,Quận Gò Vấp
3872,"Phòng trọ 1,8 triệu Nguyễn Oanh Gò Vấp, gần chợ An Nhơn, mới 100%, giờ tự do, lối đi riêng - A Hải: 0932681479",1800000,2022-02-12,18.0,479 Đường Nguyễn Oanh,Phường 17,Quận Gò Vấp
3873,"Phòng trọ sinh viên - NV Văn phòng (Nữ) tại Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp",2500000,2022-03-18,16.0,433/20/9 Đường Lê Đức Thọ,Phường 17,Quận Gò Vấp
3874,"Cho thuê phòng trọ mới xây tại Lê Thị Hồng, Phường 17, Quận Gò Vấp",3500000,2022-03-04,21.0,Lê Thị Hồng,Phường 17,Quận Gò Vấp
3875,"cần cho thuê phòng trọ gần Trường Trung cấp Bách Khoa Sài Gòn, Trường Nội Vụ, Trường Cao đẳng Nova",2500000,2022-03-07,12.0,13/3A Đường số 5,Phường 17,Quận Gò Vấp
3876,"Phòng Trọ-Chung Cư mini CÓ GÁC, BAN CÔNG RIÊNG - 100/26 Nguyễn Văn Lượng - Gò Vấp- CHỦ NHÀ THOẢI MÁI",2500000,2022-03-04,28.0,100/26 Đường Nguyễn Văn Lượng,Phường 17,Quận Gò Vấp
3877,Phòng Trọ Mới Xây Đường Nguyễn Oanh quận Gò Vấp,4300000,2022-04-01,30.0,411 Đường Lê Đức Thọ,Phường 17,Quận Gò Vấp
3878,"PHÒNG CAO CẤP TRONG TOÀ NHÀ AN NINH SANG TRỌNG, BÃI XE RỘNG, BẢO VỆ 24/24",2500000,2022-04-23,30.0,39/99 Lê Thị Hồng,Phường 17,Quận Gò Vấp
3879,Phòng Trọ Gác Lửng Có Máy Lạnh + Tủ Đồ Ngay Lê Đức Thọ,3300000,2022-05-19,25.0,Đường Lê Đức Thọ,Phường 17,Quận Gò Vấp
3880,"Phòng trọ Gò Vấp, F17, hẻm 77 Lê Hoàng Thái",2300000,2022-05-18,20.0,77/50 Đường Lê Hoàng Phái,Phường 17,Quận Gò Vấp
3881,"Nguyễn Oanh - Gò Vấp - Phòng rộng trên 30m2, full nội thất, cửa sổ lớn",4500000,2022-05-18,30.0,37 Đường An Nhơn,Phường 17,Quận Gò Vấp
3882,KHAI TRƯƠNG !!! CĂN HỘ ĐẦY ĐỦ NỘI THẤT GIÁ TỪ 2tr9/THÁNG.,2900000,2022-05-28,16.0,162/15 Đường Nguyễn Văn Lượng,Phường 17,Quận Gò Vấp
3883,"Phòng BAN CÔNG 27m2, Full Nội Thất, Bếp, Giờ Tự Do 4tr5",4500000,2022-05-25,27.0,214/9 Đường Nguyễn Oanh,Phường 17,Quận Gò Vấp
3884,"CHDV Full nội thất giá tối tại Nguyễn Oanh, Phường 17, Quận Gò Vấp",3600000,2022-05-22,25.0,Nguyễn Oanh,Phường 17,Quận Gò Vấp
3885,Phòng trọ ký túc xá Gò Vấp 1tr/tháng,1000000,2022-06-14,24.0,Đường Lê Thị Hồng,Phường 17,Quận Gò Vấp
3886,"Phòng trọ sinh viên, sạch đẹp, rất an ninh - Văn phòng (Nữ).",3000000,2022-05-30,18.0,433/20/9 Đường Lê Đức Thọ,Phường 17,Quận Gò Vấp
3887,"Phòng lầu 1 cho NỮ văn phòng thuê tại Đường Nguyễn Đình Chiểu, Phường 3, Quận Phú Nhuận",1800000,2022-08-06,13.0,124/14A Đường Nguyễn Đình Chiểu,Phường 3,Quận Phú Nhuận
3888,Phòng trọ mới xây 100% giá rẻ tại Gò Vấp,3500000,2022-06-20,30.0,35 Đường Nguyễn Oanh,Phường 17,Quận Gò Vấp
3889,"CHO THUÊ PHÒNG TOILET RIÊNG GIÁ CHỈ 2,5tr NGAY NGÃ TƯ PHÚ NHUẬN",2500000,2022-07-29,14.0,208/4 Phan Đăng Lưu,Phường 3,Quận Phú Nhuận
3890,Phòng trọ mới xây thoáng mát tại Gò Vấp,3000000,2022-06-21,30.0,42 Đường Nguyễn Oanh,Phường 17,Quận Gò Vấp
3891,"Cho thuê căn hộ mini đẹp cao cấp, Full nội thất tại Nguyễn Oanh_Gò Vấp",4400000,2022-06-22,35.0,Nguyễn Oanh,Phường 17,Quận Gò Vấp
3892,"Phòng mới xây thiết kế sang trọng nội thất xịn, có mặt bằng trệt ngay Nguyễn Oanh",5500000,2022-06-21,30.0,Đường Lê Thị Hồng,Phường 17,Quận Gò Vấp
3893,"Cho thuê căn hộ 1 phòng ngủ Đường PĐL, Quận Phú Nhuận. Giá 5.5tr, full nội thất, giờ giấc tự do",5000000,2022-05-03,40.0,196 Phan Đăng Lưu,Phường 3,Quận Phú Nhuận
3894,"Phòng Cao cấp full nội thất tại Phan Đình Phùng, Phường 3, Quận Phú Nhuận",7500000,2022-06-05,35.0,Phan Đình Phùng,Phường 3,Quận Phú Nhuận
3895,"Phòng ban công thoáng mát tại 102/10 Đường Thích Quảng Đức, Phường 4, Quận Phú Nhuận",4000000,2021-12-06,20.0,102/10 Đường Thích Quảng Đức,Phường 4,Quận Phú Nhuận
3896,"Chính chủ cho thuê phòng trong nhà nguyên căn tại 156 Đường Phùng Văn Cung, Phường 4, Quận Phú Nhuận",4500000,2021-11-27,28.0,156 Đường Phùng Văn Cung,Phường 4,Quận Phú Nhuận
3897,PHÒNG 35m2 RỘNG THOÁNG SẠCH SẼ NHÀ MẶT TIỀN PHÚ NHUẬN,6000000,2021-11-28,35.0,640 Nguyễn Kiệm,Phường 4,Quận Phú Nhuận
3898,"Phòng MẶT TIỀN Đường Nguyễn Kiệm, Phường 4, Quận Phú Nhuận, sạch sẽ, tiện nghi, như hình 100%",4800000,2021-11-28,30.0,640 Đường Nguyễn Kiệm,Phường 4,Quận Phú Nhuận
3899,"Phòng 25m2, Full Nội Thất,Free nước, nét, giữ xe..3,8tr",3800000,2022-06-30,25.0,214/9 Đường Nguyễn Oanh,Phường 17,Quận Gò Vấp
3900,"Phòng MẶT TIỀN view thoáng mát, sạch sẽ, tiện nghi, an ninh 24/7. ️️LH: 0938.753.359 ( Tài Nhân )",5000000,2021-11-28,28.0,638 Nguyễn Kiệm,Phường 4,Quận Phú Nhuận
3901,"Phòng mặt tiền Phú Nhuận, rộng rãi, sạch sẽ, thoáng, khu trung tâm tiện đi lại. 0938753359",5800000,2021-11-28,30.0,640 Đường Nguyễn Kiệm,Phường 4,Quận Phú Nhuận
3902,"Cho thuê phòng trọ mới xây có máy lanh và ban công,Tại Gò Vấp",3500000,2022-07-04,25.0,Đường số 5,Phường 17,Quận Gò Vấp
3903,"Cho thuê phòng trọ 15m2, đối diện lottemart gò vấp, toilet riêng",1600000,2022-07-02,15.0,282 Đường Nguyễn Văn Lượng,Phường 17,Quận Gò Vấp
3904,"Nhà nguyên căn cần share lại 1 phòng đẹp, giá rẻ tại 537 Đường Nguyễn Oanh, Phường 17, Gò Vấp",3000000,2022-07-06,25.0,537 Đường Nguyễn Oanh,Phường 17,Quận Gò Vấp
3905,"Khai Trương 40 Phòng trọ mới xây Ngay Nguyễn Oanh Giao Lê Đức Thọ Gần IUH, ĐH Mở,Văn Lang ....",3400000,2022-07-07,23.0,Đường số 5,Phường 17,Quận Gò Vấp
3906,Khai trương phòng mới Nguyễn Oanh Gò Vấp giá rẻ có máy lạnh,3500000,2022-07-09,17.0,Đường số 5,Phường 17,Quận Gò Vấp
3907,"Phòng mới 100%- có máy lạnh, sang, tiện nghi ngay đường Nguyễn Oanh",3500000,2022-07-01,25.0,181 Đường số 5,Phường 17,Quận Gò Vấp
3908,PHÒNG TRỌ GÒ VẤP VỪA TRỐNG GIÁ RẺ,3000000,2022-07-11,25.0,286 Đường Nguyễn Văn Lượng,Phường 17,Quận Gò Vấp
3909,Phòng SANG- XỊN mới tinh( có máy lạnh) gần đường Nguyễn Oanh,3500000,2022-07-12,25.0,Đường số 5,Phường 17,Quận Gò Vấp
3910,"Nhà cho thuê trên đường Lê Hoàng Phái, Nhơn, gần ngã tư Nguyễn Oanh, Nguyễn Văn Lượng, P.17",10500000,2022-08-03,62.0,77/10 Đường Lê Hoàng Phái,Phường 17,Quận Gò Vấp
3911,Phòng mới xây full nội thất ngay Lê Đức Thọ - Nguyễn Oanh ngay trung tâm Gò Vấp,5800000,2022-07-29,25.0,423 Lê Đức Thọ,Phường 17,Quận Gò Vấp
3913,"[Giảm 20% Giá Phòng] Phòng Tiện Nghi Giá Tốt, Nguyễn Kiệm, Gần Coopmart",3200000,2021-12-28,20.0,147 Nguyễn Kiệm,Phường 4,Quận Phú Nhuận
3914,Cho thuê phòng trọ giờ tự do Bao điện nước sinh hoạt,2000000,2022-07-31,15.0,339 Đường Nguyễn Oanh,Phường 17,Quận Gò Vấp
3915,"Phòng thoáng có gác ngay trung tâm tại Đường Thích Quảng Đức, Phường 4, Quận Phú Nhuận",4000000,2021-12-08,20.0,120/29/32a Đường Thích Quảng Đức,Phường 4,Quận Phú Nhuận
3916,"[Giảm 20% Giá Phòng] Phòng Sang Trọng Giá Tốt, Thích Quảng Đức",3400000,2021-12-28,20.0,75 Đường Thích Quảng Đức,Phường 4,Quận Phú Nhuận
3917,"Cho thuê phòng trọ dịch vụ mặt tiền trung tâm quận Phú Nhuận, đủ tiện nghi nội thất",4700000,2021-05-19,18.0,640 Nguyễn Kiệm,Phường 4,Quận Phú Nhuận
3918,"CĂN HỘ MINI NGUYỄN KIỆM MỚI XÂY, NỘI THẤT ĐẦY ĐỦ CAO CẤP, RA VÀO BẰNG THẺ AN NINH NGHIÊM NGẶT",5200000,2021-01-19,20.0,744 Đường Nguyễn Kiệm,Phường 4,Quận Phú Nhuận
3919,"Phòng tầng trệt, máy lạnh, máy nước nóng, wc riêng, 25m2, giá 4tr/tháng tại 31/7 Đường Nguyễn Đình Chiểu, Phú Nhuận",4000000,2021-05-23,25.0,31/7 Đường Nguyễn Đình Chiểu,Phường 4,Quận Phú Nhuận
3920,Còn 1 phòng trống có ban công giá sinh viên,3200000,2021-02-17,18.0,120/9a Thích Quảng Đức,Phường 4,Quận Phú Nhuận
3921,"Căn hộ mini Nguyễn Kiệm,Phú Nhuận full nội thất 4tr3",4300000,2021-01-09,20.0,744 Đường Nguyễn Kiệm,Phường 4,Quận Phú Nhuận
3922,CHO THUÊ KÍ TÚC XÁ CAO CẤP - PHÚ NHUẬN,1700000,2021-04-05,20.0,778K/29 Đường Nguyễn Kiệm,Phường 4,Quận Phú Nhuận
3923,"Gần sân bay. Căn hộ Mini Ngay công viên Gia Định, Siêu thị Co.op Mart. Full nội thất, có bếp và dụng cụ bếp nấu ăn.",4900000,2021-01-02,25.0,744/2 Đường Nguyễn Kiệm,Phường 4,Quận Phú Nhuận
3924,Phòng trọ giá rẻ trung tâm quận Phú Nhuận,3500000,2021-04-22,18.0,120/9 Đường Thích Quảng Đức,Phường 4,Quận Phú Nhuận
3925,"Phòng Cao Cấp full tiện nghi sang choảnh, đối diện Co.opMart Nguyễn Kiệm, CV Gia Định chỉ từ 4tr9",4900000,2021-05-24,30.0,Đường Nguyễn Kiệm,Phường 4,Quận Phú Nhuận
3926,phòng trọ quận phú nhuận giá rẻ,3500000,2021-10-12,20.0,120/9a Thích Quảng Đức,Phường 4,Quận Phú Nhuận
3927,"Phòng trọ 20m2 tại 13/22D Đường Lê Tự Tài, Phường 4, Quận Phú Nhuận,",2600000,2021-11-17,20.0,13/22D Đường Lê Tự Tài,Phường 4,Quận Phú Nhuận
3928,"Chính chủ cho thuê phòng trong nhà nguyên căn. Đ/c 156 Đường Phùng Văn Cung, Phường 4, Quận Phú Nhuận",3300000,2021-11-10,18.0,156 Đường Phùng Văn Cung,Phường 4,Quận Phú Nhuận
3930,Phòng trọ phú nhuận full nội thất gần sân bay. Co.op Nguyễn Kiệm. Công Viên gia định,4500000,2021-10-27,18.0,744/2 Đường Nguyễn Kiệm,Phường 4,Quận Phú Nhuận
3931,"Phòng cho thuê ở 493/4 Đường Nguyễn Kiệm, Phường 4, Quận Phú Nhuận gần công viên gia định",5000000,2021-10-08,25.0,493/4 Đường Nguyễn Kiệm,Phường 4,Quận Phú Nhuận
3932,"Phòng trọ 24m2 Thích Quảng Đức sạch sẽ, WC riêng,có sân thượng",3200000,2021-11-12,24.0,120/9A Thích Quảng Đức,Phường 4,Quận Phú Nhuận
3933,"Phòng trọ giá rẻ, free tiền phòng tháng đầu tiên tại 120/9a Thích Quảng Đức, Phường 4, Quận Phú Nhuận",3300000,2022-02-05,22.0,120/9a Thích Quảng Đức,Phường 4,Quận Phú Nhuận
3934,"Phòng Cho Thuê - Có Gác Quận Phú Nhuận, Gò Vấp",2500000,2022-02-09,30.0,33 Đường Nguyễn Đình Chiểu,Phường 4,Quận Phú Nhuận
3935,"Cho Thuê Phòng Có Gác ( lối đi riêng ) 2tr5 tại 33 Nguyễn Đình Chiểu, Phường 4, Quận Phú Nhuận",2500000,2022-01-09,16.0,33 Nguyễn Đình Chiểu,Phường 4,Quận Phú Nhuận
3936,"Phòng MẶT TỀN 638 Đường Nguyễn Kiệm, Phường 4, Quận Phú Nhuận nội thất đẹp, an ninh tốt giá chỉ 4tr5",4500000,2021-11-20,28.0,638 Đường Nguyễn Kiệm,Phường 4,Quận Phú Nhuận
3937,"ÉT Ô ÉT, Phòng mới siêu đẹp tại Thích Quảng Đức, Phú Nhuận",6400000,2022-03-22,25.0,Đường Thích Quảng Đức,Phường 4,Quận Phú Nhuận
3938,Cho thuê căn hộ giá rẻ đường Thích Quảng Đức ngay ngã tư Phú Nhuận,4800000,2021-11-24,21.0,120 Đường Thích Quảng Đức,Phường 4,Quận Phú Nhuận
3939,"Phòng ngay Phú Nhuận, Công Viên Gia Định giá từ 4tr nội thất sạch sẽ",4800000,2021-11-24,35.0,640 Nguyễn Kiệm,Phường 4,Quận Phú Nhuận
3940,"Phòng đầy MẶT TIỀN tại 638 Nguyễn Kiệm, Phường 4, Quận Phú Nhuận an ninh 24/24 tự do",4500000,2021-11-20,20.0,638 Nguyễn Kiệm,Phường 4,Quận Phú Nhuận
